query_id,text,intent,location,target_os,software,condition
q00320,Suggest an OS for computers in Lab 2.,os_recommendation,Lab 2,Ubuntu 24.04,,
q00321,Best operating system for Block B?,os_recommendation,Block B,Linux Mint 22,,
q00322,List machines in Block C that meet Ubuntu 24.04 requirements.,os_compatibility_check,Block C,Ubuntu 24.04,,
q00323,Can computers in Block C run Blender?,software_compatibility_check,Block C,,Blender,
q00324,List software supported by PCs in Block B.,reverse_software_lookup,Block B,,Blender,
q00325,Find software that runs on Block A.,reverse_software_lookup,Block A,,PyCharm,
q00326,Plan upgrades for Block C to run Ubuntu 24.04.,upgrade_planning,Block C,Ubuntu 24.04,VMware Workstation,CPU
q00327,What upgrades are required in Block C?,upgrade_planning,Block C,Fedora 42,Blender,Secure Boot
q00328,Which systems support Oracle Database in Programming Lab?,software_compatibility_check,Programming Lab,,Oracle Database,
q00329,Which software can run on computers in Lab 1?,reverse_software_lookup,Lab 1,,Visual Studio Code,
q00330,Find systems needing TPM.,upgrade_planning,Library,Windows 10,Android Studio,TPM
q00331,Can computers in Block C run Oracle Database?,software_compatibility_check,Block C,,Oracle Database,
q00332,Check MATLAB compatibility for Library.,software_compatibility_check,Library,,MATLAB,
q00333,Best operating system for Lab 1?,os_recommendation,Lab 1,Fedora 42,,
q00334,Plan upgrades for Block C to run Linux Mint 22.,upgrade_planning,Block C,Linux Mint 22,Android Studio,Secure Boot
q00335,List machines in Programming Lab that meet Ubuntu 24.04 requirements.,os_compatibility_check,Programming Lab,Ubuntu 24.04,,
q00336,Which computers need Secure Boot for VMware Workstation?,upgrade_planning,Programming Lab,Windows 10,VMware Workstation,Secure Boot
q00337,Which operating system is most suitable for Block C?,os_recommendation,Block C,Fedora 42,,
q00338,Display CPU details for Network Lab.,hardware_query,Network Lab,,,
q00339,Find software that runs on Network Lab.,reverse_software_lookup,Network Lab,,PyCharm,
q00340,List software supported by PCs in Block B.,reverse_software_lookup,Block B,,AutoCAD,
q00341,Find systems needing GPU.,upgrade_planning,Library,Ubuntu 24.04,Blender,GPU
q00342,Can systems in Block B support Ubuntu 24.04?,os_compatibility_check,Block B,Ubuntu 24.04,,
q00343,Which software can run on computers in Block C?,reverse_software_lookup,Block C,,Oracle Database,
q00344,Which PCs in Block C have 8 GB RAM?,hardware_query,Block C,,,
q00345,Suggest an OS for computers in Block A.,os_recommendation,Block A,Windows 10,,
q00346,Can systems in Block B support Linux Mint 22?,os_compatibility_check,Block B,Linux Mint 22,,
q00347,Recommend the best OS for Library.,os_recommendation,Library,Fedora 42,,
q00348,Which systems support Blender in Block C?,software_compatibility_check,Block C,,Blender,
q00349,Which operating system is most suitable for Network Lab?,os_recommendation,Network Lab,Debian 13,,
q00350,Find software that runs on AI Lab.,reverse_software_lookup,AI Lab,,AutoCAD,
q00351,Which software can run on computers in Programming Lab?,reverse_software_lookup,Programming Lab,,Blender,
q00352,Find systems needing GPU.,upgrade_planning,Block B,Windows 10,AutoCAD,GPU
q00353,Show PCs in Block C incompatible with Windows 11.,os_compatibility_check,Block C,Windows 11,,
q00354,Best operating system for Block C?,os_recommendation,Block C,Debian 13,,
q00355,Recommend the best OS for Library.,os_recommendation,Library,Windows 11,,
q00356,Which systems support VMware Workstation in Block A?,software_compatibility_check,Block A,,VMware Workstation,
q00357,Check VS Code compatibility for Network Lab.,software_compatibility_check,Network Lab,,Visual Studio Code,
q00358,Which software can run on computers in Lab 2?,reverse_software_lookup,Lab 2,,Oracle Database,
q00359,Which PCs in Lab 1 have 8 GB RAM?,hardware_query,Lab 1,,,
q00360,Find systems needing Storage.,upgrade_planning,Lab 2,Fedora 42,MATLAB,Storage
q00361,Recommend the best OS for Lab 2.,os_recommendation,Lab 2,Debian 13,,
q00362,Which computers in AI Lab can run Fedora 42?,os_compatibility_check,AI Lab,Fedora 42,,
q00363,List machines in Block B that meet Ubuntu 24.04 requirements.,os_compatibility_check,Block B,Ubuntu 24.04,,
q00364,List machines in Lab 2 that meet Debian 13 requirements.,os_compatibility_check,Lab 2,Debian 13,,
q00365,Can computers in Programming Lab run MATLAB?,software_compatibility_check,Programming Lab,,MATLAB,
q00366,Is AutoCAD 2026 supported in Library?,software_compatibility_check,Library,,AutoCAD,
q00367,List machines in Block B that meet Ubuntu 24.04 requirements.,os_compatibility_check,Block B,Ubuntu 24.04,,
q00368,What applications are compatible with Block C computers?,reverse_software_lookup,Block C,,AutoCAD,
q00369,Recommend the best OS for Block B.,os_recommendation,Block B,Linux Mint 22,,
q00370,Display CPU details for Programming Lab.,hardware_query,Programming Lab,,,
q00371,List computers with SSD in Block C.,hardware_query,Block C,,,
q00372,Show PCs in Block A incompatible with Fedora 42.,os_compatibility_check,Block A,Fedora 42,,
q00373,Can systems in Library support Ubuntu 24.04?,os_compatibility_check,Library,Ubuntu 24.04,,
q00374,What upgrades are required in Lab 2?,upgrade_planning,Lab 2,Windows 10,PyCharm,TPM
q00375,Is Blender supported in Block B?,software_compatibility_check,Block B,,Blender,
q00376,Check MATLAB compatibility for Network Lab.,software_compatibility_check,Network Lab,,MATLAB,
q00377,Which computers need CPU for Oracle Database?,upgrade_planning,Block B,Windows 11,Oracle Database,CPU
q00378,Which computers need GPU for MATLAB?,upgrade_planning,AI Lab,Ubuntu 24.04,MATLAB,GPU
q00379,Which computers need GPU for Android Studio?,upgrade_planning,Block C,Ubuntu 24.04,Android Studio,GPU
q00380,Can systems in Network Lab support Windows 10?,os_compatibility_check,Network Lab,Windows 10,,
q00381,What upgrades are required in Library?,upgrade_planning,Library,Windows 11,VMware Workstation,TPM
q00382,Find systems needing TPM.,upgrade_planning,Block B,Windows 11,Blender,TPM
q00383,Show PCs in Block A incompatible with Linux Mint 22.,os_compatibility_check,Block A,Linux Mint 22,,
q00384,Which operating system is most suitable for Lab 2?,os_recommendation,Lab 2,Debian 13,,
q00385,Which computers in Library can run Windows 11?,os_compatibility_check,Library,Windows 11,,
q00386,Which systems support MATLAB in Network Lab?,software_compatibility_check,Network Lab,,MATLAB,
q00387,Can systems in AI Lab support Ubuntu 24.04?,os_compatibility_check,AI Lab,Ubuntu 24.04,,
q00388,Which software can run on computers in AI Lab?,reverse_software_lookup,AI Lab,,VMware Workstation,
q00389,Display CPU details for Network Lab.,hardware_query,Network Lab,,,
q00390,What applications are compatible with Lab 2 computers?,reverse_software_lookup,Lab 2,,VMware Workstation,
q00391,Which software can run on computers in AI Lab?,reverse_software_lookup,AI Lab,,VMware Workstation,
q00392,Can systems in Network Lab support Windows 11?,os_compatibility_check,Network Lab,Windows 11,,
q00393,Which computers need RAM upgrade for Blender?,upgrade_planning,Programming Lab,Windows 10,Blender,RAM upgrade
q00394,List computers with SSD in Block C.,hardware_query,Block C,,,
q00395,Is Blender supported in Lab 1?,software_compatibility_check,Lab 1,,Blender,
q00396,Show PCs in Programming Lab incompatible with Linux Mint 22.,os_compatibility_check,Programming Lab,Linux Mint 22,,
q00397,Which computers in Lab 2 can run Ubuntu 24.04?,os_compatibility_check,Lab 2,Ubuntu 24.04,,
q00398,Can computers in Library run Blender?,software_compatibility_check,Library,,Blender,
q00399,Find systems needing RAM upgrade.,upgrade_planning,Block A,Ubuntu 24.04,AutoCAD,RAM upgrade
q00400,Is Oracle Database supported in Lab 1?,software_compatibility_check,Lab 1,,Oracle Database,
q00401,List computers with SSD in Block A.,hardware_query,Block A,,,
q00402,Is Blender supported in Programming Lab?,software_compatibility_check,Programming Lab,,Blender,
q00403,Which computers need RAM upgrade for VMware Workstation?,upgrade_planning,Library,Windows 11,VMware Workstation,RAM upgrade
q00404,List computers with SSD in Block C.,hardware_query,Block C,,,
q00405,Find systems needing GPU.,upgrade_planning,Block A,Linux Mint 22,Blender,GPU
q00406,Which operating system is most suitable for Programming Lab?,os_recommendation,Programming Lab,Ubuntu 24.04,,
q00407,Plan upgrades for Block C to run Linux Mint 22.,upgrade_planning,Block C,Linux Mint 22,Android Studio,Storage
q00408,Which computers need TPM for MATLAB?,upgrade_planning,Programming Lab,Windows 11,MATLAB,TPM
q00409,Can systems in Library support Linux Mint 22?,os_compatibility_check,Library,Linux Mint 22,,
q00410,List computers with SSD in Lab 1.,hardware_query,Lab 1,,,
q00411,Can computers in Programming Lab run MATLAB?,software_compatibility_check,Programming Lab,,MATLAB,
q00412,Recommend the best OS for Block A.,os_recommendation,Block A,Windows 10,,
q00413,Plan upgrades for Network Lab to run Windows 11.,upgrade_planning,Network Lab,Windows 11,MATLAB,Storage
q00414,List software supported by PCs in Block A.,reverse_software_lookup,Block A,,AutoCAD,
q00415,Which computers need CPU for VS Code?,upgrade_planning,Block A,Ubuntu 24.04,Visual Studio Code,CPU
q00416,Show PCs in Programming Lab incompatible with Windows 10.,os_compatibility_check,Programming Lab,Windows 10,,
q00417,Find systems needing CPU.,upgrade_planning,Programming Lab,Debian 13,AutoCAD,CPU
q00418,Find systems needing CPU.,upgrade_planning,Block C,Windows 10,Blender,CPU
q00419,Can systems in Network Lab support Linux Mint 22?,os_compatibility_check,Network Lab,Linux Mint 22,,
q00420,Which systems support VS Code in Library?,software_compatibility_check,Library,,Visual Studio Code,
q00421,Can computers in Lab 2 run VMware Workstation?,software_compatibility_check,Lab 2,,VMware Workstation,
q00422,Is PyCharm supported in Block C?,software_compatibility_check,Block C,,PyCharm,
q00423,Show PCs in Lab 1 incompatible with Fedora 42.,os_compatibility_check,Lab 1,Fedora 42,,
q00424,Show PCs in Lab 2 incompatible with Windows 11.,os_compatibility_check,Lab 2,Windows 11,,
q00425,Can systems in Block A support Linux Mint 22?,os_compatibility_check,Block A,Linux Mint 22,,
q00426,Show hardware details for Block A.,hardware_query,Block A,,,
q00427,Which software can run on computers in Block B?,reverse_software_lookup,Block B,,Blender,
q00428,Find systems needing Secure Boot.,upgrade_planning,Programming Lab,Ubuntu 24.04,Android Studio,Secure Boot
q00429,Which operating system is most suitable for Library?,os_recommendation,Library,Fedora 42,,
q00430,Which computers need TPM for Android Studio?,upgrade_planning,Block A,Fedora 42,Android Studio,TPM
q00431,Recommend the best OS for Block A.,os_recommendation,Block A,Linux Mint 22,,
q00432,Which systems support VS Code in Network Lab?,software_compatibility_check,Network Lab,,Visual Studio Code,
q00433,What upgrades are required in Block A?,upgrade_planning,Block A,Linux Mint 22,PyCharm,Storage
q00434,Find software that runs on Lab 2.,reverse_software_lookup,Lab 2,,Blender,
q00435,Can systems in Lab 2 support Windows 10?,os_compatibility_check,Lab 2,Windows 10,,
q00436,List machines in Programming Lab that meet Debian 13 requirements.,os_compatibility_check,Programming Lab,Debian 13,,
q00437,Find software that runs on Lab 1.,reverse_software_lookup,Lab 1,,Visual Studio Code,
q00438,List computers with SSD in Programming Lab.,hardware_query,Programming Lab,,,
q00439,Which PCs in AI Lab have 8 GB RAM?,hardware_query,AI Lab,,,
q00440,Find software that runs on Network Lab.,reverse_software_lookup,Network Lab,,MATLAB,
q00441,Which PCs in AI Lab have 8 GB RAM?,hardware_query,AI Lab,,,
q00442,Which computers need TPM for AutoCAD 2026?,upgrade_planning,Network Lab,Linux Mint 22,AutoCAD,TPM
q00443,Find systems needing Secure Boot.,upgrade_planning,Network Lab,Linux Mint 22,Visual Studio Code,Secure Boot
q00444,Is VMware Workstation supported in Block B?,software_compatibility_check,Block B,,VMware Workstation,
q00445,Show hardware details for AI Lab.,hardware_query,AI Lab,,,
q00446,List software supported by PCs in AI Lab.,reverse_software_lookup,AI Lab,,Blender,
q00447,Can computers in AI Lab run PyCharm?,software_compatibility_check,AI Lab,,PyCharm,
q00448,Can computers in Block C run Oracle Database?,software_compatibility_check,Block C,,Oracle Database,
q00449,Which systems support VMware Workstation in Block A?,software_compatibility_check,Block A,,VMware Workstation,
q00450,Which computers need CPU for VMware Workstation?,upgrade_planning,Network Lab,Windows 10,VMware Workstation,CPU
q00451,Show PCs in Library incompatible with Ubuntu 24.04.,os_compatibility_check,Library,Ubuntu 24.04,,
q00452,Which computers in Lab 1 can run Debian 13?,os_compatibility_check,Lab 1,Debian 13,,
q00453,What applications are compatible with Lab 1 computers?,reverse_software_lookup,Lab 1,,AutoCAD,
q00454,Which software can run on computers in Library?,reverse_software_lookup,Library,,PyCharm,
q00455,Plan upgrades for Block C to run Ubuntu 24.04.,upgrade_planning,Block C,Ubuntu 24.04,PyCharm,Secure Boot
q00456,Find software that runs on Block C.,reverse_software_lookup,Block C,,Android Studio,
q00457,Check AutoCAD 2026 compatibility for Library.,software_compatibility_check,Library,,AutoCAD,
q00458,Plan upgrades for Library to run Debian 13.,upgrade_planning,Library,Debian 13,Blender,CPU
q00459,Which computers need Secure Boot for AutoCAD 2026?,upgrade_planning,Block C,Linux Mint 22,AutoCAD,Secure Boot
q00460,Best operating system for Block A?,os_recommendation,Block A,Windows 10,,
q00461,Show hardware details for Lab 2.,hardware_query,Lab 2,,,
q00462,Can computers in Block A run Blender?,software_compatibility_check,Block A,,Blender,
q00463,Display CPU details for Network Lab.,hardware_query,Network Lab,,,
q00464,Recommend the best OS for Lab 1.,os_recommendation,Lab 1,Windows 11,,
q00465,What upgrades are required in AI Lab?,upgrade_planning,AI Lab,Debian 13,MATLAB,Storage
q00466,Display CPU details for Library.,hardware_query,Library,,,
q00467,Recommend the best OS for Lab 1.,os_recommendation,Lab 1,Windows 10,,
q00468,Can computers in Lab 2 run VMware Workstation?,software_compatibility_check,Lab 2,,VMware Workstation,
q00469,Show PCs in Block A incompatible with Debian 13.,os_compatibility_check,Block A,Debian 13,,
q00470,Which computers need TPM for MATLAB?,upgrade_planning,AI Lab,Fedora 42,MATLAB,TPM
q00471,Which computers in Network Lab can run Fedora 42?,os_compatibility_check,Network Lab,Fedora 42,,
q00472,Suggest an OS for computers in Lab 2.,os_recommendation,Lab 2,Windows 11,,
q00473,Check Oracle Database compatibility for Block B.,software_compatibility_check,Block B,,Oracle Database,
q00474,Can systems in Lab 1 support Debian 13?,os_compatibility_check,Lab 1,Debian 13,,
